customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,avg_order_value,avg_monthly_spend
11208,AW00022207,Nancy Sanchez,,50 and above,Regular,2013-12-27,150,2,4921,3,3,19,2460.5,259.0
11209,AW00022208,Candice Liang,,50 and above,New,2013-03-31,159,1,42,3,3,0,42.0,42.0
11210,AW00022209,Cedric Shen,,50 and above,New,2013-05-03,157,1,75,3,3,0,75.0,75.0
11211,AW00022210,Martha Yang,,50 and above,New,2013-06-11,156,1,35,1,1,0,35.0,35.0
11212,AW00022211,Richard Gray,,50 and above,New,2013-05-15,157,1,37,3,3,0,37.0,37.0
11213,AW00022212,Kara Xu,,50 and above,New,2013-05-03,157,1,40,2,2,0,40.0,40.0
11214,AW00022213,Jay Patel,,50 and above,New,2013-02-27,160,1,59,3,3,0,59.0,59.0
11215,AW00022214,Sabrina Ruiz,,50 and above,New,2013-09-29,153,1,42,3,3,0,42.0,42.0
11216,AW00022215,Samuel Lal,,50 and above,New,2013-04-14,158,1,79,4,4,0,79.0,79.0
11217,AW00022216,Marcus Howard,,50 and above,New,2013-06-11,156,1,564,2,2,0,564.0,564.0
11218,AW00022217,Dylan Powell,,50 and above,New,2014-01-17,149,1,61,4,4,0,61.0,61.0
11219,AW00022218,Christian Bryant,,50 and above,New,2013-12-24,150,1,1155,2,2,0,1155.0,1155.0
11220,AW00022219,Juha-Pekka Posti,,50 and above,New,2013-11-22,151,1,13,2,2,0,13.0,13.0
11221,AW00022220,Brandon Sharma,,50 and above,New,2013-12-26,150,1,1179,3,3,0,1179.0,1179.0
11222,AW00022221,Benjamin Kumar,,50 and above,New,2013-12-14,150,1,1155,2,2,0,1155.0,1155.0
11223,AW00022222,Angel Hill,,50 and above,New,2013-12-19,150,1,94,4,4,0,94.0,94.0
11224,AW00022223,Gabrielle Parker,,50 and above,New,2013-09-27,153,1,35,2,2,0,35.0,35.0
11225,AW00022224,Katherine Alexander,,50 and above,New,2013-06-10,156,1,624,5,5,0,624.0,624.0
11226,AW00022225,Jessica Murphy,,50 and above,New,2013-06-27,156,1,604,2,2,0,604.0,604.0
11227,AW00022226,Morgan Sanders,,50 and above,New,2013-03-18,159,1,35,2,2,0,35.0,35.0
11228,AW00022227,Barbara Cai,,50 and above,New,2013-03-26,159,1,35,2,2,0,35.0,35.0
11229,AW00022228,Katelyn Gonzalez,,50 and above,New,2013-10-31,152,1,37,3,3,0,37.0,37.0
11230,AW00022229,Wyatt Perry,,50 and above,New,2013-12-04,150,1,1147,3,3,0,1147.0,1147.0
11231,AW00022230,Jordyn Bennett,,50 and above,Regular,2013-09-25,153,2,4223,5,5,28,2111.5,150.82
11232,AW00022231,Grace Brooks,,50 and above,New,2013-05-30,157,1,609,4,4,0,609.0,609.0
11233,AW00022232,Paige Brooks,,50 and above,VIP,2013-06-16,156,2,5985,5,5,25,2992.5,239.4
11234,AW00022233,Xavier Martin,,50 and above,VIP,2013-06-14,156,2,5997,3,3,25,2998.5,239.88
11235,AW00022234,Katherine Gonzalez,,50 and above,VIP,2013-07-12,155,2,5976,4,4,26,2988.0,229.85
11236,AW00022235,Sebastian Peterson,,50 and above,New,2013-12-19,150,1,1155,2,2,0,1155.0,1155.0
11237,AW00022236,Jose Gonzalez,,50 and above,New,2013-12-27,150,1,1179,3,3,0,1179.0,1179.0
11238,AW00022237,Angel Morris,,50 and above,New,2013-07-27,155,1,30,1,1,0,30.0,30.0
11239,AW00022238,Alex Murphy,,50 and above,New,2013-12-27,150,1,1155,2,2,0,1155.0,1155.0
11240,AW00022239,Jesse Cook,,50 and above,New,2013-07-01,155,1,32,2,2,0,32.0,32.0
11241,AW00022240,Miguel Powell,,50 and above,New,2013-06-04,156,1,32,2,2,0,32.0,32.0
11242,AW00022241,Alexandria Washington,,50 and above,New,2013-12-11,150,1,1149,3,3,0,1149.0,1149.0
11243,AW00022242,Cameron Walker,,50 and above,New,2013-03-06,159,1,37,3,3,0,37.0,37.0
11244,AW00022243,Emma Lewis,,50 and above,New,2013-12-04,150,1,1170,2,2,0,1170.0,1170.0
11245,AW00022244,Shelby Howard,,50 and above,New,2013-04-05,158,1,30,1,1,0,30.0,30.0
11246,AW00022245,Evan Lopez,,50 and above,New,2013-12-08,150,1,1188,4,4,0,1188.0,1188.0
11247,AW00022246,Jacqueline Cox,,50 and above,New,2013-12-02,150,1,1170,2,2,0,1170.0,1170.0
11248,AW00022247,Ryan Williams,,50 and above,VIP,2013-07-14,155,2,5978,5,5,25,2989.0,239.12
11249,AW00022248,Gary Ramos,,50 and above,New,2013-12-01,150,1,1134,3,3,0,1134.0,1134.0
11250,AW00022249,Kevin Chen,,50 and above,New,2013-06-27,156,1,540,1,1,0,540.0,540.0
11251,AW00022250,Michael Wilson,,50 and above,New,2013-06-27,156,1,549,2,2,0,549.0,549.0
11252,AW00022251,Martha She,,50 and above,VIP,2013-08-24,154,2,5971,3,3,26,2985.5,229.65
11253,AW00022252,Makayla Brooks,,50 and above,VIP,2013-07-31,155,2,6047,4,4,25,3023.5,241.88
11254,AW00022253,Stephanie Reed,,50 and above,New,2013-12-28,150,1,1174,2,2,0,1174.0,1174.0
11255,AW00022254,Fernando Scott,,50 and above,New,2013-01-13,161,1,554,3,3,0,554.0,554.0
11256,AW00022255,Nicole Rogers,,50 and above,New,2013-06-26,156,1,599,3,3,0,599.0,599.0
11257,AW00022256,Edwin Lu,,50 and above,New,2013-06-01,156,1,570,3,3,0,570.0,570.0
11258,AW00022257,Carrie Romero,,50 and above,New,2013-06-06,156,1,540,1,1,0,540.0,540.0
11259,AW00022258,Jessica Reed,,50 and above,New,2013-06-16,156,1,549,2,2,0,549.0,549.0
11260,AW00022259,Dalton Mitchell,,50 and above,New,2013-01-08,161,1,563,4,4,0,563.0,563.0
11261,AW00022260,Courtney Allen,,50 and above,New,2013-01-07,161,1,563,3,3,0,563.0,563.0
11262,AW00022261,Isaac Allen,,50 and above,New,2012-12-28,162,1,561,2,2,0,561.0,561.0
11263,AW00022262,Marcus Collins,,50 and above,New,2013-01-22,161,1,540,1,1,0,540.0,540.0
11264,AW00022263,Patrick Blue,,50 and above,New,2014-01-22,149,1,35,2,2,0,35.0,35.0
11265,AW00022264,Stephanie Coleman,,50 and above,New,2013-06-10,156,1,90,3,3,0,90.0,90.0
11266,AW00022265,Jeremiah Sanchez,,50 and above,New,2013-03-10,159,1,22,1,1,0,22.0,22.0
11267,AW00022266,Rachel Sanders,,50 and above,New,2013-06-26,156,1,724,4,4,0,724.0,724.0
11268,AW00022267,Brianna Rodriguez,,50 and above,Regular,2013-10-01,152,2,4167,5,5,28,2083.5,148.82
11269,AW00022268,Alexandra Barnes,,50 and above,VIP,2013-08-26,154,2,6031,5,5,26,3015.5,231.96
11270,AW00022269,Caleb Yang,,50 and above,New,2013-07-23,155,1,94,4,4,0,94.0,94.0
11271,AW00022270,Antonio Gonzales,,50 and above,New,2013-06-07,156,1,609,4,4,0,609.0,609.0
11272,AW00022271,Connor Mitchell,,50 and above,New,2013-06-19,156,1,613,5,5,0,613.0,613.0
11273,AW00022272,Isabella Kelly,,50 and above,New,2013-06-21,156,1,571,4,4,0,571.0,571.0
11274,AW00022273,Patricia Rodriguez,,50 and above,New,2013-01-17,161,1,575,2,2,0,575.0,575.0
11275,AW00022274,Adam Chen,,50 and above,New,2013-01-21,161,1,575,2,2,0,575.0,575.0
11276,AW00022275,Ian Bailey,,50 and above,New,2013-02-08,160,1,615,3,3,0,615.0,615.0
11277,AW00022276,Gabriella Gray,,50 and above,New,2013-02-02,160,1,599,3,3,0,599.0,599.0
11278,AW00022277,Arianna Torres,,50 and above,New,2014-01-25,149,1,30,1,1,0,30.0,30.0
11279,AW00022278,Mariah Gray,,50 and above,New,2013-03-16,159,1,7,2,2,0,7.0,7.0
11280,AW00022279,Riley Kelly,,50 and above,New,2013-12-04,150,1,30,1,1,0,30.0,30.0
11281,AW00022280,Luis Scott,,50 and above,New,2013-05-17,157,1,32,2,2,0,32.0,32.0
11282,AW00022281,Alexia Diaz,,50 and above,New,2013-02-15,160,1,540,1,1,0,540.0,540.0
11283,AW00022282,Jonathan Hughes,,50 and above,New,2013-01-30,161,1,575,2,2,0,575.0,575.0
11284,AW00022283,Eduardo Davis,,50 and above,New,2013-08-20,154,1,157,4,4,0,157.0,157.0
11285,AW00022284,Kristy Sanz,,50 and above,New,2013-01-28,161,1,600,4,4,0,600.0,600.0
11286,AW00022285,Meredith Moreno,,50 and above,New,2013-07-14,155,1,90,3,3,0,90.0,90.0
11287,AW00022286,Gabriel Hughes,,50 and above,New,2013-05-12,157,1,35,2,2,0,35.0,35.0
11288,AW00022287,Megan Griffin,,50 and above,New,2013-02-18,160,1,540,1,1,0,540.0,540.0
11289,AW00022288,Isabel Patterson,,50 and above,New,2013-02-07,160,1,561,2,2,0,561.0,561.0
11290,AW00022289,Thomas Long,,50 and above,New,2013-02-06,160,1,561,2,2,0,561.0,561.0
11291,AW00022290,Jocelyn Jenkins,,50 and above,New,2013-06-05,156,1,600,4,4,0,600.0,600.0
11292,AW00022291,Carlos Morris,,50 and above,New,2013-05-31,157,1,575,2,2,0,575.0,575.0
11293,AW00022292,Stacy Gomez,,50 and above,New,2013-06-26,156,1,554,3,3,0,554.0,554.0
11294,AW00022293,Jasmine Johnson,,50 and above,New,2013-06-06,156,1,561,2,2,0,561.0,561.0
11295,AW00022294,Rachel Brown,,50 and above,New,2013-06-22,156,1,650,5,5,0,650.0,650.0
11296,AW00022295,Jade Morgan,,50 and above,New,2013-06-23,156,1,600,4,4,0,600.0,600.0
11297,AW00022296,Benjamin Johnson,,50 and above,New,2013-10-27,152,1,133,5,5,0,133.0,133.0
11298,AW00022297,Jasmine Garcia,,50 and above,New,2013-06-16,156,1,600,4,4,0,600.0,600.0
11299,AW00022298,Marcus Williams,,50 and above,New,2013-07-24,155,1,578,4,4,0,578.0,578.0
11300,AW00022299,Richard Murphy,,50 and above,Regular,2013-10-28,152,2,4145,4,4,28,2072.5,148.04
11301,AW00022300,Kaitlyn Price,,50 and above,New,2013-02-22,160,1,549,2,2,0,549.0,549.0
11302,AW00022301,Abigail Rodriguez,,50 and above,New,2013-02-06,160,1,540,1,1,0,540.0,540.0
11303,AW00022302,Clayton Guo,,50 and above,New,2013-07-10,155,1,1764,3,3,0,1764.0,1764.0
11304,AW00022303,Philip Alonso,,50 and above,New,2013-12-14,150,1,21,1,1,0,21.0,21.0
11305,AW00022304,Jaime Vazquez,,50 and above,New,2013-07-22,155,1,37,3,3,0,37.0,37.0
11306,AW00022305,Anne Carlson,,50 and above,New,2014-01-05,149,1,120,4,4,0,120.0,120.0
11307,AW00022306,Ivan Kapoor,,50 and above,New,2013-05-05,157,1,561,2,2,0,561.0,561.0
11308,AW00022307,Sarah Ross,,50 and above,New,2013-10-01,152,1,804,3,3,0,804.0,804.0
11309,AW00022308,Cassandra Lopez,,50 and above,New,2013-06-30,156,1,1769,4,4,0,1769.0,1769.0
11310,AW00022309,Leah Zhou,,50 and above,New,2013-08-13,154,1,1786,3,3,0,1786.0,1786.0
11311,AW00022310,Christina Sanders,,50 and above,New,2013-06-24,156,1,94,3,3,0,94.0,94.0
11312,AW00022311,Bruce Sara,,50 and above,New,2013-07-15,155,1,1739,4,4,0,1739.0,1739.0
11313,AW00022312,Kristi Mehta,,50 and above,New,2013-01-11,161,1,2478,3,3,0,2478.0,2478.0
11314,AW00022313,Jarrod Martinez,,50 and above,New,2013-08-03,154,1,1736,2,2,0,1736.0,1736.0
11315,AW00022314,Brandy Patel,,50 and above,New,2013-08-01,154,1,84,3,3,0,84.0,84.0
11316,AW00022315,Darren Raman,,50 and above,New,2013-10-23,152,1,40,2,2,0,40.0,40.0
11317,AW00022316,Deanna Sara,,50 and above,New,2013-05-29,157,1,618,4,4,0,618.0,618.0
11318,AW00022317,Karla Nath,,50 and above,New,2013-03-01,159,1,14,2,2,0,14.0,14.0
11319,AW00022318,Ramon Xu,,50 and above,New,2013-12-26,150,1,1174,2,2,0,1174.0,1174.0
11320,AW00022319,Jorge Zhou,,50 and above,New,2013-05-25,157,1,554,3,3,0,554.0,554.0
11321,AW00022320,Danny Gill,,50 and above,New,2013-08-06,154,1,1736,2,2,0,1736.0,1736.0
11322,AW00022321,Alan Zeng,,50 and above,New,2013-08-12,154,1,1701,1,1,0,1701.0,1701.0
11323,AW00022322,Roger Zhao,,50 and above,New,2013-05-03,157,1,600,4,4,0,600.0,600.0
11324,AW00022323,Erica Liang,,50 and above,New,2013-01-21,161,1,2443,1,1,0,2443.0,2443.0
11325,AW00022324,Kari Gill,,50 and above,New,2013-03-28,159,1,25,1,1,0,25.0,25.0
11326,AW00022325,Noah Rodriguez,,50 and above,New,2013-07-29,155,1,14,2,2,0,14.0,14.0
11327,AW00022326,Riley Howard,,50 and above,New,2013-11-06,151,1,40,3,3,0,40.0,40.0
11328,AW00022327,Jake Cai,,50 and above,New,2013-02-16,160,1,575,2,2,0,575.0,575.0
11329,AW00022328,Grace Anderson,,50 and above,New,2013-02-08,160,1,549,2,2,0,549.0,549.0
11330,AW00022329,Grace Peterson,,50 and above,New,2013-02-24,160,1,575,2,2,0,575.0,575.0
11331,AW00022330,Jose Walker,,50 and above,New,2013-01-28,161,1,609,4,4,0,609.0,609.0
11332,AW00022331,Michele Yuan,,50 and above,New,2014-01-15,149,1,15,2,2,0,15.0,15.0
11333,AW00022332,Brittany Bennett,,50 and above,New,2013-06-16,156,1,40,2,2,0,40.0,40.0
11334,AW00022333,Gabriella Watson,,50 and above,New,2013-03-04,159,1,70,3,3,0,70.0,70.0
11335,AW00022334,Juan Serrano,,50 and above,New,2013-02-23,160,1,549,2,2,0,549.0,549.0
11336,AW00022335,Anthony Taylor,,50 and above,New,2013-03-11,159,1,578,4,4,0,578.0,578.0
11337,AW00022336,Frank Moreno,,50 and above,New,2013-03-26,159,1,600,4,4,0,600.0,600.0
11338,AW00022337,Haley Jenkins,,50 and above,New,2013-10-14,152,1,50,3,3,0,50.0,50.0
11339,AW00022338,Thomas Russell,,50 and above,New,2013-02-02,160,1,69,3,3,0,69.0,69.0
11340,AW00022339,Richard Nelson,,50 and above,New,2013-08-01,154,1,15,2,2,0,15.0,15.0
11341,AW00022340,Isaac Young,,50 and above,New,2013-09-02,153,1,15,2,2,0,15.0,15.0
11342,AW00022341,Tristan Washington,,50 and above,New,2014-01-27,149,1,74,4,4,0,74.0,74.0
11343,AW00022342,Jon Lal,,50 and above,New,2013-10-01,152,1,69,3,3,0,69.0,69.0
11344,AW00022343,Brittany Powell,,50 and above,New,2013-04-04,158,1,2422,4,4,0,2422.0,2422.0
11345,AW00022344,Krystal Yang,,50 and above,New,2013-05-28,157,1,2419,2,2,0,2419.0,2419.0
11346,AW00022345,Amanda James,,50 and above,New,2013-02-17,160,1,74,3,3,0,74.0,74.0
11347,AW00022346,Catherine Howard,,50 and above,New,2013-03-01,159,1,575,2,2,0,575.0,575.0
11348,AW00022347,Abigail Long,,50 and above,New,2013-09-18,153,1,50,3,3,0,50.0,50.0
11349,AW00022348,Zoe Torres,,50 and above,New,2013-05-26,157,1,15,2,2,0,15.0,15.0
11350,AW00022349,Mason Morris,,50 and above,New,2013-08-17,154,1,125,2,2,0,125.0,125.0
11351,AW00022350,Riley Powell,,50 and above,New,2013-10-19,152,1,15,2,2,0,15.0,15.0
11352,AW00022351,Sarah Davis,,50 and above,New,2013-06-19,156,1,70,3,3,0,70.0,70.0
11353,AW00022352,Elizabeth Moore,,50 and above,New,2013-09-07,153,1,10,1,1,0,10.0,10.0
11354,AW00022353,Amanda Allen,,50 and above,New,2013-07-20,155,1,40,2,2,0,40.0,40.0
11355,AW00022354,Sara King,,50 and above,New,2013-07-06,155,1,40,2,2,0,40.0,40.0
11356,AW00022355,Logan Jones,,50 and above,New,2013-06-04,156,1,10,1,1,0,10.0,10.0
11357,AW00022356,Charles Ward,,50 and above,New,2014-01-26,149,1,50,3,3,0,50.0,50.0
11358,AW00022357,Justin Lal,,50 and above,New,2014-01-14,149,1,50,3,3,0,50.0,50.0
11359,AW00022358,Sydney Butler,,50 and above,New,2013-05-22,157,1,39,2,2,0,39.0,39.0
11360,AW00022359,Ethan Lee,,50 and above,New,2013-05-03,157,1,7,2,2,0,7.0,7.0
11361,AW00022360,Caleb Collins,,50 and above,New,2013-07-27,155,1,59,5,5,0,59.0,59.0
11362,AW00022361,Nathan White,,50 and above,New,2013-06-23,156,1,35,2,2,0,35.0,35.0
11363,AW00022362,Austin Russell,,50 and above,New,2013-09-10,153,1,35,2,2,0,35.0,35.0
11364,AW00022363,Faith Diaz,,50 and above,New,2013-06-26,156,1,57,2,2,0,57.0,57.0
11365,AW00022364,Katherine Jenkins,,50 and above,New,2013-07-18,155,1,45,4,4,0,45.0,45.0
11366,AW00022365,Sebastian Richardson,,50 and above,New,2013-02-07,160,1,32,2,2,0,32.0,32.0
11367,AW00022366,Logan Henderson,,50 and above,New,2013-08-06,154,1,57,2,2,0,57.0,57.0
11368,AW00022367,Jasmine Griffin,,50 and above,New,2013-04-26,158,1,70,3,3,0,70.0,70.0
11369,AW00022368,Edward Ross,,50 and above,New,2013-03-22,159,1,615,3,3,0,615.0,615.0
11370,AW00022369,Louis Deng,,50 and above,New,2013-06-11,156,1,70,3,3,0,70.0,70.0
11371,AW00022370,Carol Patterson,,50 and above,New,2013-12-26,150,1,160,4,4,0,160.0,160.0
11372,AW00022371,Blake Powell,,50 and above,New,2013-07-28,155,1,40,2,2,0,40.0,40.0
11373,AW00022372,Melanie Perry,,50 and above,New,2013-03-07,159,1,575,2,2,0,575.0,575.0
11374,AW00022373,Gabrielle Bell,,50 and above,VIP,2013-08-31,154,2,5976,4,4,26,2988.0,229.85
11375,AW00022374,Luke Patterson,,50 and above,New,2013-03-27,159,1,600,4,4,0,600.0,600.0
11376,AW00022375,Jasmine Williams,,50 and above,New,2013-09-12,153,1,35,2,2,0,35.0,35.0
11377,AW00022376,Marcus Martin,,50 and above,New,2013-06-14,156,1,30,1,1,0,30.0,30.0
11378,AW00022377,Roger Zeng,,50 and above,New,2013-10-13,152,1,184,3,3,0,184.0,184.0
11379,AW00022378,Rebekah Malhotra,,50 and above,New,2013-04-08,158,1,30,2,2,0,30.0,30.0
11380,AW00022379,Fernando Hayes,,50 and above,New,2013-10-30,152,1,27,3,3,0,27.0,27.0
11381,AW00022380,Brendan Nath,,50 and above,New,2013-04-03,158,1,5,1,1,0,5.0,5.0
11382,AW00022381,Hunter Patterson,,50 and above,New,2013-05-18,157,1,29,2,2,0,29.0,29.0
11383,AW00022382,Bethany Xu,,50 and above,New,2014-01-09,149,1,5,1,1,0,5.0,5.0
11384,AW00022383,Devin Jenkins,,50 and above,New,2013-08-01,154,1,68,3,3,0,68.0,68.0
11385,AW00022384,Paige Sanchez,,50 and above,New,2013-06-25,156,1,40,2,2,0,40.0,40.0
11386,AW00022385,Misty Lal,,50 and above,New,2013-09-11,153,1,59,2,2,0,59.0,59.0
11387,AW00022386,Jerome Gill,,50 and above,New,2013-09-20,153,1,5,1,1,0,5.0,5.0
11388,AW00022387,Audrey Romero,,50 and above,New,2013-10-15,152,1,5,1,1,0,5.0,5.0
11389,AW00022388,Bradley Beck,,50 and above,New,2013-03-25,159,1,69,2,2,0,69.0,69.0
11390,AW00022389,Edwin Luo,,50 and above,New,2014-01-12,149,1,40,2,2,0,40.0,40.0
11391,AW00022390,Kelvin Zheng,,50 and above,New,2013-07-13,155,1,29,2,2,0,29.0,29.0
11392,AW00022391,Angela Watson,,50 and above,New,2013-12-16,150,1,1174,2,2,0,1174.0,1174.0
11393,AW00022392,Bailey Gray,,50 and above,New,2013-06-05,156,1,643,5,5,0,643.0,643.0
11394,AW00022393,Chelsea Perez,,50 and above,New,2013-01-17,161,1,589,4,4,0,589.0,589.0
11395,AW00022394,Meagan Suri,,50 and above,New,2014-01-25,149,1,25,2,2,0,25.0,25.0
11396,AW00022395,Jermaine Patel,,50 and above,New,2013-05-31,157,1,571,4,4,0,571.0,571.0
11397,AW00022396,Rebekah Patel,,50 and above,New,2013-08-10,154,1,1726,2,2,0,1726.0,1726.0
11398,AW00022397,Marie Patel,,50 and above,New,2013-05-28,157,1,27,3,3,0,27.0,27.0
11399,AW00022398,Sheila Moreno,,50 and above,New,2013-01-26,161,1,540,1,1,0,540.0,540.0
11400,AW00022399,Arthur Fernandez,,50 and above,Regular,2013-05-04,157,2,2786,3,3,12,1393.0,232.17
11401,AW00022400,Ruben Martin,,50 and above,Regular,2013-05-22,157,2,2738,5,5,13,1369.0,210.62
11402,AW00022401,Ian Price,,50 and above,Regular,2013-05-14,157,2,2983,2,2,12,1491.5,248.58
11403,AW00022402,Clarence Xie,,50 and above,Regular,2013-05-27,157,2,2722,2,2,12,1361.0,226.83
11404,AW00022403,Cedric Beck,,50 and above,New,2013-05-05,157,1,70,1,1,0,70.0,70.0
11405,AW00022404,Margaret Xu,,50 and above,Regular,2013-05-31,157,2,2983,2,2,12,1491.5,248.58
11406,AW00022405,Leonard Becker,,50 and above,New,2013-05-07,157,1,124,2,2,0,124.0,124.0
11407,AW00022406,Kelvin Shen,,50 and above,Regular,2013-06-05,156,2,3018,3,3,13,1509.0,232.15
11408,AW00022407,Carolyn Gonzalez,,50 and above,Regular,2013-06-07,156,2,2757,3,3,13,1378.5,212.08
11409,AW00022408,Clarence Shan,,50 and above,Regular,2013-06-06,156,2,2771,5,5,13,1385.5,213.15
11410,AW00022409,Candace Madan,,50 and above,Regular,2013-06-05,156,2,2746,3,3,13,1373.0,211.23
11411,AW00022410,Cassandra Arthur,,50 and above,Regular,2013-06-24,156,2,2983,2,2,13,1491.5,229.46
11412,AW00022411,Amy He,,50 and above,Regular,2013-06-23,156,2,2771,5,5,13,1385.5,213.15
11413,AW00022412,Drew Andersen,,50 and above,Regular,2013-06-11,156,2,3018,3,3,14,1509.0,215.57
11414,AW00022413,Kristi Diaz,,50 and above,New,2013-12-23,150,1,23,2,2,0,23.0,23.0
11415,AW00022414,Eugene Wu,,50 and above,New,2013-01-08,161,1,575,2,2,0,575.0,575.0
11416,AW00022415,Natalie Phillips,,50 and above,New,2013-01-07,161,1,615,3,3,0,615.0,615.0
11417,AW00022416,Tabitha Romero,,50 and above,New,2013-08-06,154,1,1765,4,4,0,1765.0,1765.0
11418,AW00022417,Shaun Goel,,50 and above,New,2013-09-16,153,1,21,1,1,0,21.0,21.0
11419,AW00022418,Jacob Smith,,50 and above,New,2013-08-09,154,1,1732,4,4,0,1732.0,1732.0
11420,AW00022419,Damien Xu,,50 and above,New,2013-09-24,153,1,60,3,3,0,60.0,60.0
11421,AW00022420,Richard Moore,,50 and above,New,2013-05-29,157,1,23,2,2,0,23.0,23.0
11422,AW00022421,Barbara Sharma,,50 and above,New,2013-06-06,156,1,59,2,2,0,59.0,59.0
11423,AW00022422,Nichole Black,,50 and above,New,2013-09-18,153,1,1736,2,2,0,1736.0,1736.0
11424,AW00022423,Byron Hernandez,,50 and above,New,2013-06-12,156,1,584,3,3,0,584.0,584.0
11425,AW00022424,Edwin Rai,,50 and above,New,2013-04-07,158,1,75,2,2,0,75.0,75.0
11426,AW00022425,Roy Sullivan,,50 and above,New,2013-10-24,152,1,25,2,2,0,25.0,25.0
11427,AW00022426,Heather Zhu,,50 and above,New,2013-06-26,156,1,554,3,3,0,554.0,554.0
11428,AW00022427,Willie Sharma,,50 and above,New,2013-08-29,154,1,1701,1,1,0,1701.0,1701.0
11429,AW00022428,Destiny Smith,,50 and above,New,2013-09-22,153,1,1739,4,4,0,1739.0,1739.0
11430,AW00022429,Jesse Reed,,50 and above,New,2013-08-31,154,1,1778,5,5,0,1778.0,1778.0
11431,AW00022430,Brad Chande,,50 and above,New,2012-12-28,162,1,2639,4,4,0,2639.0,2639.0
11432,AW00022431,Marie Dominguez,,50 and above,New,2013-03-06,159,1,60,3,3,0,60.0,60.0
11433,AW00022432,Bridget Xie,,50 and above,New,2013-01-05,161,1,578,4,4,0,578.0,578.0
11434,AW00022433,Miguel Hill,,50 and above,New,2013-08-30,154,1,1765,4,4,0,1765.0,1765.0
11435,AW00022434,Billy Schmidt,,50 and above,New,2013-10-18,152,1,1736,2,2,0,1736.0,1736.0
11436,AW00022435,Ross Navarro,,50 and above,New,2013-05-17,157,1,23,2,2,0,23.0,23.0
11437,AW00022436,Roger Raji,,50 and above,New,2013-01-15,161,1,608,4,4,0,608.0,608.0
11438,AW00022437,Trisha Zheng,,50 and above,New,2013-08-19,154,1,1739,4,4,0,1739.0,1739.0
11439,AW00022438,Casey Jim├®nez,,50 and above,New,2013-06-05,156,1,617,5,5,0,617.0,617.0
11440,AW00022439,Tracy Raji,,50 and above,New,2013-10-26,152,1,1701,1,1,0,1701.0,1701.0
11441,AW00022440,Robyn Sanz,,50 and above,New,2013-06-18,156,1,554,3,3,0,554.0,554.0
11442,AW00022441,Andrea Torres,,50 and above,New,2013-01-23,161,1,598,5,5,0,598.0,598.0
11443,AW00022442,Trisha Sun,,50 and above,New,2013-10-27,152,1,1710,2,2,0,1710.0,1710.0
11444,AW00022443,Marvin Suarez,,50 and above,New,2013-06-02,156,1,554,3,3,0,554.0,554.0
11445,AW00022444,Colin Xie,,50 and above,New,2013-11-01,151,1,828,3,3,0,828.0,828.0
11446,AW00022445,Diane Suarez,,50 and above,New,2013-01-24,161,1,2490,5,5,0,2490.0,2490.0
11447,AW00022446,Jake Wu,,50 and above,New,2013-09-17,153,1,1739,4,4,0,1739.0,1739.0
11448,AW00022447,Tara Shan,,50 and above,New,2013-11-08,151,1,793,3,3,0,793.0,793.0
11449,AW00022448,Cindy Weber,,50 and above,New,2013-02-21,160,1,2480,3,3,0,2480.0,2480.0
11450,AW00022449,Heather He,,50 and above,New,2013-02-24,160,1,2515,4,4,0,2515.0,2515.0
11451,AW00022450,Audrey Alvarez,,50 and above,New,2013-10-29,152,1,799,2,2,0,799.0,799.0
11452,AW00022451,Barbara Rai,,50 and above,New,2013-09-18,153,1,1710,2,2,0,1710.0,1710.0
11453,AW00022452,Carly Deng,,50 and above,New,2013-08-29,154,1,1736,2,2,0,1736.0,1736.0
11454,AW00022453,Dakota Long,,50 and above,New,2013-11-16,151,1,40,2,2,0,40.0,40.0
11455,AW00022454,Rebekah Raman,,50 and above,New,2013-11-07,151,1,13,2,2,0,13.0,13.0
11456,AW00022455,Roy Kapoor,,50 and above,New,2013-02-08,160,1,29,2,2,0,29.0,29.0
11457,AW00022456,Brittney Guo,,50 and above,New,2013-10-17,152,1,1728,3,3,0,1728.0,1728.0
11458,AW00022457,Kimberly Cooper,,50 and above,New,2013-04-23,158,1,5,1,1,0,5.0,5.0
11459,AW00022458,Kendra Vazquez,,50 and above,New,2013-06-21,156,1,563,3,3,0,563.0,563.0
11460,AW00022459,Johnny Xu,,50 and above,New,2013-01-20,161,1,540,1,1,0,540.0,540.0
11461,AW00022460,Julio Torres,,50 and above,New,2013-10-11,152,1,1751,2,2,0,1751.0,1751.0
11462,AW00022461,Arturo Luo,,50 and above,New,2013-10-14,152,1,1755,2,2,0,1755.0,1755.0
11463,AW00022462,Lydia Chandra,,50 and above,New,2013-02-08,160,1,554,3,3,0,554.0,554.0
11464,AW00022463,Raymond Chandra,,50 and above,New,2013-07-06,155,1,575,2,2,0,575.0,575.0
11465,AW00022464,Erik Sanz,,50 and above,New,2013-04-27,158,1,2443,1,1,0,2443.0,2443.0
11466,AW00022465,Arturo Shan,,50 and above,New,2013-04-21,158,1,2492,4,4,0,2492.0,2492.0
11467,AW00022466,Raul Tang,,50 and above,New,2013-06-30,156,1,549,2,2,0,549.0,549.0
11468,AW00022467,Neil Alvarez,,50 and above,New,2013-10-16,152,1,1732,4,4,0,1732.0,1732.0
